bin coverage transcript strand gene cigar MD NM fileName species introns_len introns_num swap.introns_len
myseq12000.fa.r112 0.99 augustus_masked-168573370-processed-gene-0.0-mRNA-1 16 7749698 1998M310N59M90N163M MD:Z:18T80C659C1011G242G12C30A79T40G40 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 310,90 2 90,310
myseq0.fa.r112 0.99 augustus_masked-168464524-processed-gene-0.3-mRNA-1 16 7022802 664M MD:Z:664 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168191007-augustus-gene-0.75-mRNA-1 16 7145152 924M423N24M1609N88M180N158M MD:Z:1194 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 423,1609,180 3 180,1609,423
myseq0.fa.r112 0.99 snap_masked-168293352-processed-gene-0.9-mRNA-1 16 7157549 414M MD:Z:414 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq9000.fa.r112 0.99 maker-164438596-snap-gene-0.4-mRNA-1 16 9136039 63M725N282M91N75M17N66M MD:Z:486 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 725,91,17 3 17,91,725
myseq0.fa.r112 0.99 maker-162284100-snap-gene-0.5-mRNA-1 0 2553888 67M336N37M122N106M355N290M MD:Z:414T18A52T13 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 336,122,355 3 336,122,355
myseq0.fa.r112 0.99 maker-166941230-snap-gene-0.4-mRNA-1 16 5246419 518M105N253M95N162M152N108M478N232M MD:Z:35T8T314G80G243T588 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 105,95,152,478 4 478,152,95,105
myseq0.fa.r112 0.99 maker-168182894-snap-gene-0.20-mRNA-3 16 7168902 535M231N100M4116N486M492N188M MD:Z:1078A107T78A43 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 231,4116,492 3 492,4116,231
myseq9000.fa.r112 0.99 augustus_masked-168098274-processed-gene-0.0-mRNA-1 16 9247310 531M MD:Z:5A34G15A2C18T12A14T10C3A5C5A27T13GT2CT5T37G6T8GC5C23G21T5G6T36T5G6T16T2G11A2C4C46A4T31C50 NM:i:37 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 genemark-163805127-processed-gene-0.2-mRNA-1 0 7022592 447M MD:Z:7C287C50G100 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168410555-snap-gene-0.56-mRNA-1 0 7128648 790M113N1577M MD:Z:199T7T193A171G83G205C118T341G464A18T558 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 113 1 113
myseq0.fa.r112 0.99 augustus_masked-168183519-processed-gene-0.0-mRNA-1 0 7165844 342M72N850M445N35M MD:Z:144T714G155A179G31 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 72,445 2 72,445
myseq0.fa.r112 0.99 augustus_masked-161324233-processed-gene-0.0-mRNA-1 0 1125294 387M MD:Z:289C89T7 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-167864594-processed-gene-0.9-mRNA-1 0 7168419 267M311N161M86N204M107N238M157N1137M MD:Z:682C204A520G598 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 311,86,107,157 4 311,86,107,157
myseq0.fa.r112 0.99 augustus_masked-166704258-processed-gene-0.0-mRNA-1 0 7162999 492M MD:Z:85C30T94G2A40A22TT12T12G15A49A95AA23 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168235567-processed-gene-0.0-mRNA-1 0 7051586 681M MD:Z:681 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-166969463-processed-gene-0.0-mRNA-1 0 7081390 1953M MD:Z:36A1T223G68G54G54G112T248C38G455A436G75A141 NM:i:12 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168208148-processed-gene-0.1-mRNA-1 0 7143734 2358M MD:Z:964G586G139G29C636 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168306296-processed-gene-0.7-mRNA-1 0 1147947 573M MD:Z:90C136C249G42A17AC33 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 snap_masked-167217061-processed-gene-0.3-mRNA-1 0 9142680 2238M MD:Z:122T248A23G93T32C117T69A213C148T162T109T233T356A83A32C20C146T15 NM:i:17 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168482453-augustus-gene-0.25-mRNA-1 0 7168510 126M428N79M185N65M347N36M188N753M MD:Z:1059 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 428,185,347,188 4 428,185,347,188
myseq0.fa.r112 0.99 maker-168276031-augustus-gene-0.10-mRNA-2 16 7168596 796M275N164M138N112M187N162M584N93M114N201M984N207M101N321M73N36M MD:Z:15G55C21T139G68C47C28C588C225T244T106A333A201G9 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 275,138,187,584,114,984,101,73 8 73,101,984,114,584,187,138,275
myseq0.fa.r112 0.99 maker-168434666-augustus-gene-0.19-mRNA-1 0 7070853 902M103N790M MD:Z:1692 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 103 1 103
myseq0.fa.r112 0.99 maker-166109702-augustus-gene-0.3-mRNA-1 0 7102516 1677M221N51M125N152M MD:Z:375G875T218C64T344 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 221,125 2 221,125
myseq0.fa.r112 0.99 maker-168477535-augustus-gene-0.35-mRNA-1 0 7134723 90M649N148M81N28M121N2683M MD:Z:41G507A715C1683 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 649,81,121 3 649,81,121
myseq12000.fa.r112 0.99 augustus_masked-166939593-processed-gene-0.0-mRNA-1 0 5880572 405M MD:Z:405 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168416920-snap-gene-0.30-mRNA-1 0 7168424 216M82N147M396N241M98N204M88N340M MD:Z:25G186A263G100C401G168 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 82,396,98,88 4 82,396,98,88
myseq0.fa.r112 0.99 maker-168325785-augustus-gene-0.12-mRNA-1 0 7167042 62M143N140M223N398M MD:Z:169G254C34C140 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 143,223 2 143,223
myseq0.fa.r112 0.99 maker-168248456-augustus-gene-0.4-mRNA-1 16 7162148 128M131N171M103N231M96N502M103N131M304N57M MD:Z:188A150G2C57T7G38A60A25C24G131TT11A209T28T5T106T46A63T52 NM:i:18 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 131,103,96,103,304 5 304,103,96,103,131
myseq9000.fa.r112 0.99 maker-167196083-augustus-gene-0.8-mRNA-1 16 8375589 523M132N211M181N56M MD:Z:53A15C31T17A212T32A424 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 132,181 2 181,132
myseq0.fa.r112 0.99 snap_masked-168203871-processed-gene-0.26-mRNA-1 0 7164284 330M MD:Z:150T179 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168500979-augustus-gene-0.24-mRNA-1 16 7142630 321M105N78M90N69M243N66M91N207M510N122M93N574M MD:Z:50A42A40G20T56T11C67A10C191C110G148G366C74G58T46GT33G98 NM:i:17 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 105,90,243,91,510,93 6 93,510,91,243,90,105
myseq9000.fa.r112 0.99 augustus_masked-166775230-processed-gene-0.0-mRNA-1 0 7168212 390M MD:Z:9A81G42C97A43T113 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 snap_masked-168191369-processed-gene-0.49-mRNA-1 16 9173277 2022M MD:Z:8C760A643GC55C221G329 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 snap_masked-168099555-processed-gene-0.23-mRNA-1 16 9249453 498M MD:Z:115T103T57C48T17G6T55G41G28T5A13 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168491198-processed-gene-0.2-mRNA-1 16 7166328 474M MD:Z:266C129C72T4 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 augustus_masked-168509131-processed-gene-0.0-mRNA-1 0 9266869 2043M MD:Z:74A186G277G6G79G2G98T12A20G58G78T135T184C277G12A34G495 NM:i:16 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-167840844-augustus-gene-0.9-mRNA-1 0 7168960 156M923N1782M MD:Z:237A1393C49T117T138 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 923 1 923
myseq0.fa.r112 0.99 augustus_masked-168372370-processed-gene-0.17-mRNA-1 16 7125785 321M MD:Z:37G38T244 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168258397-processed-gene-0.3-mRNA-1 16 7075638 675M MD:Z:51C145C477 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168550602-processed-gene-0.13-mRNA-1 0 7166635 306M MD:Z:306 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168188054-augustus-gene-0.49-mRNA-1 16 7099248 165M69N155M435N321M MD:Z:279T87T180A92 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 69,435 2 435,69
myseq0.fa.r112 0.99 augustus_masked-168053689-processed-gene-0.2-mRNA-1 16 7141172 1464M MD:Z:1464 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168187374-augustus-gene-0.143-mRNA-1 16 7069078 18M80N669M130N1007M160N94M132N34M90N53M158N24M MD:Z:273G230T1214G155A8G9T4 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 80,130,160,132,90,158 6 158,90,132,160,130,80
myseq12000.fa.r112 0.99 augustus_masked-161304880-processed-gene-0.0-mRNA-1 0 7692442 429M MD:Z:74C1A30G67C4A10G17A2A6G64G33GT1A22G20G6A39G16 NM:i:17 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 maker-168093425-augustus-gene-0.24-mRNA-1 16 9299456 568M1104N827M149N551M MD:Z:910AA457G161G24C389 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 1104,149 2 149,1104
myseq3000.fa.r112 0.99 augustus_masked-168560011-processed-gene-0.3-mRNA-1 16 9298406 1680M MD:Z:74A239T14G174T68T53T193A13C49T85C3A81A18G7T153T84G177T7A55A6G22T9A46T11C5A9 NM:i:25 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 maker-163476020-augustus-gene-0.3-mRNA-1 16 9208932 517M208N118M179N406M MD:Z:30A720C289 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 208,179 2 179,208
myseq3000.fa.r112 0.99 maker-166339601-snap-gene-0.4-mRNA-1 16 3238213 758M140N155M MD:Z:315G545A51 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 140 1 140
myseq12000.fa.r112 0.99 augustus_masked-164532107-processed-gene-0.0-mRNA-1 0 7750751 1281M MD:Z:5C7A18C177G67A12G742A246 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168384633-processed-gene-0.101-mRNA-1 16 2881435 645M MD:Z:46C186C59C289A52A8 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-165929190-processed-gene-0.1-mRNA-1 0 7026849 189M MD:Z:155A33 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168150751-processed-gene-0.1-mRNA-1 16 7090052 297M MD:Z:27C269 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168189265-augustus-gene-0.45-mRNA-1 0 7093026 102M314N123M176N108M222N179M163N572M MD:Z:1000C83 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 314,176,222,163 4 314,176,222,163
myseq0.fa.r112 0.99 augustus_masked-168543219-processed-gene-0.10-mRNA-1 16 7168920 1157M153N538M1177N435M MD:Z:7G98C1G182G62A249T43T3G77T184T52A190A9G153T61A38T31G40C28C17T1G45T5G62C61G8A11T4G44G10A12T135A1G12A18A73C61G5 NM:i:37 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 153,1177 2 1177,153
myseq0.fa.r112 0.99 maker-168534974-augustus-gene-0.83-mRNA-2 16 7150464 821M250N674M195N68M86N34M109N145M MD:Z:528A98T235T545A55G276 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 250,195,86,109 4 109,86,195,250
myseq0.fa.r112 0.99 maker-168111806-augustus-gene-0.20-mRNA-1 0 7112371 973M751N130M98N1244M MD:Z:343G33A374T254A44G179C611C115C216T169 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 751,98 2 751,98
myseq0.fa.r112 0.99 maker-168293811-snap-gene-0.33-mRNA-1 0 7148065 154M132N124M221N1221M MD:Z:1499 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 132,221 2 132,221
myseq3000.fa.r112 0.99 maker-167812022-augustus-gene-0.16-mRNA-1 0 9301105 97M99N277M156N53M105N68M99N90M89N85M107N536M MD:Z:1103C102 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 99,156,105,99,89,107 6 99,156,105,99,89,107
myseq0.fa.r112 0.99 augustus_masked-168361107-processed-gene-0.12-mRNA-1 0 7161959 1806M MD:Z:269A44T29A201T54A236A249G165C424T9G6C109 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168494055-processed-gene-0.4-mRNA-1 0 7165115 190M282N264M131N254M99N212M198N268M244N556M MD:Z:209T1115A3G172T241 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 282,131,99,198,244 5 282,131,99,198,244
myseq12000.fa.r112 0.99 augustus_masked-167087399-processed-gene-0.1-mRNA-1 16 7748966 306M MD:Z:31T28C233A11 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-162361310-augustus-gene-0.3-mRNA-1 0 7168854 31M166N159M158N671M MD:Z:375A440T44 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 166,158 2 166,158
myseq12000.fa.r112 0.99 genemark-166593785-processed-gene-0.1-mRNA-1 16 7671880 384M MD:Z:264T119 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168531247-processed-gene-0.2-mRNA-1 16 7166325 384M MD:Z:384 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-167897123-snap-gene-0.25-mRNA-1 16 7166630 518M89N85M135N98M139N105M215N66M166N66M101N106M107N29M378N108M92N135M370N138M689N396M MD:Z:149A57C208A1301T89T41 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 89,135,139,215,166,101,107,378,92,370,689 11 689,370,92,378,107,101,166,215,139,135,89
